height,weight
181.28046697067728,70.00679210547062
172.7936110333101,66.23441989271865
173.90376747668063,64.89485135480803
164.12722360054687,73.07490316618915
173.25175135524225,75.72774562331303
168.4133490525629,63.34847208180385
174.69999204207096,74.57650561915891
171.0259693186873,67.39259027112446
174.74236604782092,69.06732280213947
173.30593867265785,61.71844783424347
175.40144634004773,61.865173985894614
158.38880626549727,78.30044948104329
162.52256276222244,70.07934751045721
170.39228786371103,71.60449214765781
171.42674862600026,70.37478748244816
163.5740635034937,73.42328913015473
161.53923582985965,73.56726939368288
173.3225337885145,76.29357279109718
169.0229323514459,59.78176657416802
175.39599146287807,66.62447031886035
173.78665823595554,78.31049817852393
170.34859833156844,83.08282825871186
166.8540934471912,77.04371145030328
170.41173605391222,75.04092126831911
173.9379957068085,70.05340191752903
177.33274847240617,65.16067210283643
167.21281690463428,74.34268600352057
177.31587140191354,62.29650485356344
162.45828602619085,70.15548220053516
174.06552835068874,66.67204759789334
156.07086076968199,65.06361086400076
176.0703045389041,65.66234271599755
179.30775468136642,72.01738194319996
174.00407221091805,73.84526096313712
165.05077423906056,69.53379077901016
158.30050933545448,70.72332914003727
148.79797549878273,66.64712224601413
181.95867580774456,75.23705842677535
178.90214259957028,67.17716341450917
161.46474845628433,71.02240302263468
181.51157915702942,67.74264741093575
165.8568749847171,64.97396358178935
156.6718785118318,71.08078453973903
194.32959026428694,72.91317205960894
173.01892022342057,70.07019392954813
176.46496044407246,72.93110803130125
167.80260975563206,76.9365486501241
159.89957490875904,70.65230383459013
154.88189994926867,74.3349450086678
147.32843898530427,69.7772926094261
165.3915368111216,64.7730004793906
166.85600204809083,67.76687489699587
186.02666494735416,71.07888422535525
166.00828143615033,66.69888409399057
173.18081214475188,71.4460403691435
189.2781894049554,82.10031830589786
158.54406717637994,70.38721675267105
177.7778174547426,68.28232323321147
175.5883503634017,68.47614167122013
180.64671036485032,73.43047030923944
171.66661721525162,60.42892100461549
161.44645063452413,66.64283359939057
178.70677649910527,65.47930280832992
170.09684602407708,71.80159040584208
172.2869971239209,67.79499396641155
169.43782968729894,71.27090255055003
159.4921352489185,71.7857326778698
165.04599687787302,76.53432995093702
158.28900043784031,73.01644696239153
144.71740203623077,67.5229029146174
179.81338534810055,62.956769447480596
156.1261343583327,75.7198676642134
161.14502022799553,64.75430547290671
163.12655533635171,64.23252561756887
174.84108914157494,76.84086314430064
174.29359928262352,80.8216562447896
176.80506200712475,68.12156299762208
167.2593018622885,68.5739515695838
170.81802865480284,60.88698414214569
186.07038465729715,66.37222071307282
188.1519340112053,68.97315511950393
173.11367869475774,65.98733462937281
158.6308995005133,70.89494486552735
167.41165068573747,75.97061686374391
152.99379399104276,77.81630433347436
162.92024536370187,74.35154844214884
166.75095497921953,65.01056077356691
170.98699374727667,65.89431229949953
173.25151341349144,69.301085513578
175.09581014698333,70.8668799681207
168.81944818022802,69.6972325211233
193.31427726675133,72.42645573583569
160.4270490935979,63.26351871310828
159.98783784602512,69.99922039525457
168.79870727160414,80.19458249044226
180.89457120474276,67.11772721378364
178.4883627565819,75.66864188952243
158.57392507521996,72.48763744229555
153.09985587939028,57.66091468801349
184.88519710642376,75.31932239105232
